user_id,application_id,status_id,payment_plan,response,hours_online,program_name,application_type_name,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,Orientation,Unit 1,Unit 2,Unit 3,Unit 4
48377,18991,G,6 Monthly Payments,145,121924,IHeLp 2018 Summer,Scholarship,Registered Nurse,Web,Surgery,dummy,dummy,F,dummy,dummy,dummy,10836.21534111111,859.1583005555556,940.6640863888887,626.0976952777778,403.3311741666666
48380,17088,G,2 Payments,137,189806,IHeLp 2018 Spring,Scholarship,Registered Nurse,Other,Other,CA,CA,M,USA,United States of America (the),Oncology nurse navigator,10040.282154166664,1037.0399075,897.8406858333334,1117.845837222222,1205.3289991666666
48387,17089,G,Full Scholarship,158,113876,IHeLp 2018 Spring,Scholarship,Dental Hygienists,CIM faculty,Other,PA,PA,F,USA,United States of America (the),dummy,29.941882777777767,1436.1975561111112,622.7715941666668,1135.5492352777776,554.3599213888889
48878,21671,W,1 Payment,13,5979,IHeLp 2019 Summer,Regular,Psychologist,DrWeil,Other,dummy,TX,F,dummy,United States of America (the),Clinical Psychologist/Neuropsychologist ,4272.857389722222,73.60906527777777,,,
48921,17622,G,6 Monthly Payments,126,224549,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,Web,Sub,AZ,dummy,F,United States ,United States of America (the),Adult Nurse Practitioner,9972.826375,966.2474363888887,872.1132136111113,1199.9542033333335,941.0231694444444
49761,18117,G,6 Monthly Payments,160,175701,IHeLp 2018 Spring,Scholarship,Social Worker,Web,Other,AZ,AZ,F,USA,United States of America (the),dummy,120.60958416666668,983.1668644444444,968.0797227777778,1031.376868888889,865.8135588888889
49913,18213,G,6 Monthly Payments,126,100681,IHeLp 2018 Spring,Scholarship,Other,Web,Other,AZ,AZ,F,USA,United States of America (the),dummy,10305.425490277776,907.0223697222225,923.5192333333334,941.2994805555555,630.8120180555555
49990,18255,G,1 Payment,160,200963,IHeLp 2018 Spring,Scholarship,Psychologist,AF member,Other,MN,MN,F,United States,United States of America (the),Clinical Psychologist,5537.445458333333,781.9764419444444,1087.0669269444445,912.6027169444444,1336.9302233333333
50122,18336,G,2 Payments,148,255300,IHeLp 2018 Spring,Regular,Registered Nurse,Other,Other,CA,CA,F,US,United States of America (the),Oncology Nurse Navigator,9432.807307222223,899.7017116666667,749.0814341666667,792.5383241666667,869.9534597222223
50435,18441,I,2 Payments,170,129839,IHeLp 2018 Spring,Regular,Acupuncturist,DrWeil,Other,CA,CA,M,United States,United States of America (the),Acupuncturist,15.262887222222226,910.9647508333336,821.1004452777777,901.6860525000001,725.52787
50859,18626,G,6 Monthly Payments,139,86682,IHeLp 2018 Spring,Regular,Registered Nurse,Other,Other,CA,CA,F,USA,United States of America (the),dummy,,634.6437758333333,867.9345086111111,801.2835094444445,554.0388011111112
51655,18917,G,2 Payments,174,104365,IHeLp 2018 Summer,Scholarship,Other,Web,Other,AZ,AZ,F,USA,United States of America (the),Registered Nurse,6304.543396388889,954.5232425,965.8694955555555,899.8126766666667,526.4466066666666
51744,18978,D,dummy,10,3499,IHeLp 2018 Summer,Regular,Other,Other,Other,CA,CA,F,dummy,United States of America (the),dummy,,0.6500758333333334,,,
51772,19000,G,1 Payment,115,79921,IHeLp 2018 Summer,Regular,Registered Nurse,AF member,Fam_Prac,PA,PA,F,USA,United States of America (the),Clinical and Administrative Liaison,168.83991111111112,965.9820202777776,937.3919836111113,914.6339727777776,336.6864269444445
51823,18989,I,6 Monthly Payments,161,37525,IHeLp 2018 Summer,Regular,Social Worker,Other,Int_med,AZ,AZ,F,dummy,United States of America (the),dummy,1.6552063888888893,1547.3560550000002,516.364605,1094.9399041666666,131.08563388888888
52119,19257,G,1 Payment,135,144966,IHeLp 2018 Summer,Scholarship,Dental Hygienists,AF member,Sub,AZ,AZ,F,dummy,United States of America (the),dummy,26.77373444444445,928.7609902777778,994.4513166666667,962.2359655555556,850.1837075
52120,19184,G,2 Payments,74,67904,IHeLp 2018 Summer,Scholarship,Other,Web,Other,AZ,AZ,F,USA,United States of America (the),"Registered nurse, Assisted Living Manager",10615.888450277778,816.9537805555556,872.8365477777777,769.1106913888889,458.5268269444445
52157,19196,G,1 Payment,155,160403,IHeLp 2018 Summer,Scholarship,Registered Nurse,CIM faculty,Other,CA,dummy,F,United States of America (the),United States of America (the),RN,10535.877371666667,882.8946433333333,1001.9326505555556,893.0458372222223,622.5833725
52271,19400,G,1 Payment,123,77058,IHeLp 2018 Summer,Regular,Advanced Practice Nurse,DrWeil,OB/Gyn,VA,VA,F,US,United States of America (the),dummy,3.6993102777777778,579.6315466666666,789.5942641666666,823.595413888889,752.0736788888887
52380,19247,W,dummy,33,13652,IHeLp 2019 Summer,Scholarship,Social Worker,Prevention,Other,VA,VA,F,United States,United States of America (the),Behavioral Health Care Coordinator,1.5620066666666668,914.2327422222224,,,
52718,19413,G,6 Monthly Payments,154,192766,IHeLp 2018 Summer,Regular,Other,DrWeil,Other,MD,MD,F,USA,United States of America (the),dummy,5813.253960277778,938.0647716666666,1009.5941622222224,965.803518611111,708.3634883333334
53946,20552,G,6 Monthly Payments,147,107448,IHeLp 2018 Summer,Regular,Registered Dietitian,Other,Other,TX,TX,F,United States,United States of America (the),dummy,1.2523613888888891,853.1763730555556,994.394314722222,977.0157991666664,571.2537958333334
54042,20593,I,6 Monthly Payments,9,16992,IHeLp 2018 Summer,Regular,Dentist,Web,Other,dummy,dummy,F,USA,United States of America (the),dummy,,1366.7583044444443,,578.8217977777778,
55097,21280,W,dummy,1,2680,IHeLp 2019 Summer,Regular,Acupuncturist,Other,Other,CA,CA,F,United States,United States of America (the),Acupuncturist,2.8667155555555555,,,,
